customer_id,customer_name,email,phone,gender,age,city,state,registration_date,customer_segment,total_orders,lifetime_value,preferred_category,email_opt_in,loyalty_points
CUST000024,Neha Mittal,fitan47@example.org,02539809626,F,48,Berhampur,Delhi,2024-03-25,Platinum,20,113144.53,Beauty,1,4473
CUST000025,Jeremiah Natarajan,tristanbumb@example.com,05854252219,M,49,Jehanabad,Tamil Nadu,2024-05-20,Regular,32,4839.21,Home & Kitchen,1,3312
CUST000026,Victor Chakrabarti,aadhya43@example.org,05984952107,F,26,Raebareli,Delhi,2021-12-05,Platinum,38,84876.6,Electronics,1,3511
CUST000027,Unnati Mahal,omisha05@example.net,+917346452916,F,29,Jabalpur,Delhi,2021-10-05,Regular,21,32143.21,Home & Kitchen,1,3105
CUST000028,Pahal Oommen,dhingramanan@example.com,04190459511,F,34,Srinagar,Maharashtra,2022-07-24,Regular,48,81143.15,Home & Kitchen,1,562
CUST000029,Wahab Jayaraman,charles19@example.net,6037956369,M,19,Morbi,Tamil Nadu,2024-08-27,Regular,2,93389.68,Clothing,1,937
CUST000030,Joshua Zacharia,gargyashoda@example.net,+919552501483,M,47,Kolhapur,UP,2024-03-01,Gold,11,91080.96,Books & Stationery,0,1341
CUST000031,Indira Shere,yashicakamdar@example.net,02800821245,M,55,Mehsana,Delhi,2022-09-30,Platinum,37,101763.42,Beauty,1,1624
CUST000032,Yamini Barman,nicholassaraf@example.net,1987210287,Other,62,Mehsana,Tamil Nadu,2021-06-05,Regular,50,45586.61,Books & Stationery,1,991
CUST000033,Ranveer Sidhu,patricksanghvi@example.org,7407914538,M,40,Guntakal,West Bengal,2024-03-05,Silver,5,76141.14,Home & Kitchen,1,3441
CUST000034,Umang Hayer,samaalka@example.net,5406722410,M,45,Erode,Gujarat,2023-10-01,Silver,30,106242.64,Beauty,1,4274
CUST000035,Gavin Nayar,jagrati16@example.net,02531276236,F,57,Deoghar,Rajasthan,2024-08-25,Regular,47,89074.96,Home & Kitchen,0,709
CUST000036,Finn Bains,aachal01@example.net,+914222167948,F,33,Nangloi Jat,Rajasthan,2022-07-26,Silver,43,57158.9,Electronics,1,2662
CUST000037,Chakradhar Bera,hardik29@example.net,4892545124,F,31,Rajkot,Gujarat,2022-01-08,Gold,22,42308.94,Sports,0,2263
CUST000038,Krishna Kala,gtata@example.org,8284369926,M,51,Ongole,Tamil Nadu,2024-02-13,Regular,47,61261.0,Sports,0,3900
CUST000039,Unni Acharya,ira49@example.com,8151140660,Other,49,Machilipatnam,Rajasthan,2024-08-15,Gold,6,44488.22,Beauty,1,2508
CUST000040,Rohan Sani,andrewmodi@example.org,3261204478,Other,41,Shimla,Rajasthan,2024-09-21,Silver,23,64112.82,Books & Stationery,1,2882
CUST000041,Brijesh Pandey,kabirbasu@example.org,08236623207,F,35,Vellore,UP,2024-12-10,Regular,8,108332.01,Home & Kitchen,1,4389
CUST000042,Charita Grewal,raghavanonveer@example.net,04405073217,M,30,South Dumdum,Tamil Nadu,2024-11-14,Silver,18,108825.46,Sports,1,823
CUST000043,Nicholas Handa,osetty@example.net,+918034523854,F,32,Bhilwara,Gujarat,2022-02-02,Regular,1,106348.76,Clothing,1,446
CUST000044,Samar Bhardwaj,dayamaijhaveri@example.org,+918257239900,F,62,Sagar,Karnataka,2024-02-08,Silver,49,73886.36,Electronics,1,3845
CUST000045,Kamala Mittal,lila99@example.com,04633972832,F,39,Karimnagar,Karnataka,2023-09-08,Platinum,17,141189.01,Beauty,1,535
CUST000046,Brijesh Amble,aarnav86@example.org,03341384015,F,22,Kochi,Delhi,2023-04-01,Regular,37,142394.28,Electronics,0,970
CUST000047,Hemal Bora,triveniwable@example.com,4837129467,F,56,Jalgaon,Tamil Nadu,2024-02-17,Gold,25,67851.91,Beauty,1,4821
CUST000048,Sanya Narang,kevinbawa@example.org,04035112491,F,54,Bardhaman,Delhi,2023-05-29,Silver,48,15335.42,Clothing,1,2167
CUST000049,Kritika Arya,andrew38@example.com,7224353987,M,28,Thrissur,Tamil Nadu,2024-09-14,Regular,5,23901.63,Beauty,1,4864
CUST000050,Kavya Madan,kapooraachal@example.com,3517783567,F,20,Anand,Tamil Nadu,2023-08-21,Regular,19,105596.64,Beauty,1,1912
CUST000051,Ayaan Din,rehaan81@example.org,3747277574,Other,55,Etawah,Tamil Nadu,2022-06-26,Regular,35,34109.01,Clothing,0,1165
CUST000052,Hiral Ramanathan,oscar17@example.com,4155322111,M,28,Khandwa,UP,2021-05-27,Silver,37,138218.28,Beauty,1,2491
CUST000053,Krishna Keer,rkhanna@example.org,+911533241247,F,35,Latur,Rajasthan,2024-12-04,Regular,39,6459.19,Beauty,0,4945
CUST000054,Hiral Saxena,saranlakshit@example.com,+914812278547,M,23,Gandhinagar,Tamil Nadu,2022-05-28,Platinum,37,88274.88,Electronics,0,2207
CUST000055,Naveen Batta,fariq64@example.com,04308133735,M,29,Noida,Rajasthan,2024-03-26,Silver,29,137452.88,Clothing,0,3570
CUST000056,Alexander Roy,dominicjayaraman@example.com,+915251916408,F,23,Pimpri-Chinchwad,Rajasthan,2024-07-24,Regular,22,48498.21,Electronics,0,2701
CUST000057,Wazir Kaul,ronith57@example.com,+914984531501,Other,49,Chandrapur,UP,2023-04-24,Silver,26,122128.12,Sports,1,721
CUST000058,Harinakshi Bhakta,hema64@example.net,+915572597320,F,38,Ujjain,Maharashtra,2022-10-07,Platinum,26,129804.13,Electronics,1,4444
CUST000059,Jeevika Srinivasan,balaagastya@example.com,+911943871674,F,21,Sasaram,Tamil Nadu,2023-08-05,Silver,40,113588.25,Books & Stationery,1,422
CUST000060,Atharv Naidu,upma46@example.org,+910036807540,F,53,Nellore,Karnataka,2022-02-21,Platinum,29,132186.57,Beauty,1,4987
CUST000061,Azaan Mittal,akota@example.org,07734505091,Other,28,Gorakhpur,UP,2022-05-06,Silver,36,61494.61,Clothing,0,929
CUST000062,Chandresh Mitter,chawlafalguni@example.net,09026355596,M,59,Vadodara,Karnataka,2023-08-04,Regular,46,44133.3,Books & Stationery,1,3952
CUST000063,Yachana Rajan,abhagat@example.org,+917631119721,M,47,Tirupati,Karnataka,2023-08-26,Regular,39,76482.01,Clothing,0,2263
CUST000064,Wakeeta Kota,ghoseishanvi@example.net,+912491292285,F,50,Satna,UP,2023-04-30,Gold,19,109044.62,Sports,1,4011
CUST000065,Janya Koshy,qbhandari@example.com,06629202133,F,52,Firozabad,Rajasthan,2021-11-01,Regular,36,114549.47,Beauty,1,2636
CUST000066,Tara Dutta,chaturaloyal@example.net,6959513151,Other,33,Phusro,West Bengal,2022-01-22,Regular,50,61910.88,Home & Kitchen,0,3123
CUST000067,Oscar Loke,mandalaarnav@example.org,02553272751,Other,59,Thane,Karnataka,2023-03-02,Regular,3,19373.82,Sports,1,822
CUST000068,Vrishti Chawla,duttayashvi@example.com,01044711850,M,51,Ahmedabad,Rajasthan,2023-06-21,Regular,10,61791.8,Books & Stationery,0,612
CUST000069,Onkar Verma,gmorar@example.org,+916118301447,F,39,Kanpur,West Bengal,2023-08-20,Silver,22,127925.03,Sports,1,2594
CUST000070,Mason Varughese,bhagatbalhaar@example.net,05121745744,Other,49,Jamshedpur,Delhi,2024-07-07,Silver,16,94858.57,Home & Kitchen,0,740
CUST000071,Kalpit Bains,sibalbhavika@example.org,+917031546152,M,58,Nashik,Maharashtra,2023-06-08,Regular,45,45270.18,Electronics,1,459
CUST000072,Chandresh Raju,kharemaanav@example.com,00625237159,F,41,Tirunelveli,West Bengal,2022-08-24,Regular,34,62101.74,Books & Stationery,0,1392
CUST000073,Pranav Devi,achaudhari@example.net,01962563542,M,57,Bhatpara,West Bengal,2021-12-25,Silver,16,74901.25,Sports,1,3777
CUST000074,Tara Kakar,nathanielkhanna@example.com,03152030704,F,47,Ajmer,UP,2024-07-30,Silver,30,135230.81,Books & Stationery,1,605
CUST000075,Rachit Sarkar,bhavikabahl@example.net,+910777082623,F,55,Karimnagar,UP,2023-06-24,Silver,28,103701.87,Beauty,0,1631
CUST000076,Jeremiah Arya,desainitara@example.com,00324414608,F,24,Kanpur,Tamil Nadu,2023-02-27,Regular,23,86434.38,Books & Stationery,1,3242
CUST000077,Gaurav Bassi,vrai@example.com,9294259744,M,54,Erode,Delhi,2022-07-17,Platinum,48,74760.73,Home & Kitchen,0,1885
CUST000078,Jagat Ahuja,foak@example.com,6882258329,F,32,Rewa,Tamil Nadu,2024-05-28,Silver,44,113458.81,Books & Stationery,1,1120
CUST000079,Bimala Srivastava,rdoshi@example.net,08751931236,M,58,Aurangabad,Delhi,2024-07-10,Regular,29,5488.0,Home & Kitchen,0,738
CUST000080,Bina Tailor,hardikvohra@example.org,05355097833,F,65,Panipat,West Bengal,2022-08-28,Regular,9,118083.67,Home & Kitchen,1,2232
CUST000081,Anirudh Hegde,idikaviswanathan@example.com,4932278890,F,48,Kanpur,UP,2021-12-03,Silver,22,120732.76,Beauty,0,1153
CUST000082,Urvi Chokshi,trivedisuhani@example.org,+913401124022,Other,64,Nashik,West Bengal,2022-04-08,Platinum,36,55183.37,Beauty,1,4395
CUST000083,Lekha Minhas,nirjabora@example.com,04061114974,F,41,Bhalswa Jahangir Pur,UP,2021-09-11,Silver,41,141073.64,Electronics,1,3862
CUST000084,Faqid Hayre,yasti44@example.net,5580830062,Other,53,Vellore,Gujarat,2021-02-21,Platinum,15,97324.03,Books & Stationery,0,2475
CUST000085,Om Shere,shethfitan@example.org,+913674923612,F,25,Bhusawal,Karnataka,2024-08-22,Regular,3,46002.51,Beauty,1,1923
CUST000086,Faras Deol,abhimanyu01@example.net,2515727630,M,42,Jalandhar,Rajasthan,2024-01-06,Regular,48,104624.36,Sports,1,1265
CUST000087,Harita Singh,vaishnavi44@example.net,4882320698,Other,24,Nanded,Rajasthan,2023-04-30,Silver,18,5391.08,Home & Kitchen,1,3642
CUST000088,Ojasvi Gulati,chaman58@example.net,01869899751,F,24,Solapur,Gujarat,2022-04-29,Silver,42,54121.74,Beauty,1,1000
CUST000089,Harsh Narayanan,samarbhakta@example.org,08493016438,M,60,Bidhannagar,Tamil Nadu,2023-07-21,Silver,39,145678.45,Electronics,0,1995
CUST000090,Yatin Varghese,csabharwal@example.net,+917029224471,Other,31,Anantapur,Maharashtra,2021-09-15,Gold,36,31470.03,Clothing,0,1908
CUST000091,Niharika Apte,niharikachatterjee@example.org,6517170508,M,56,Parbhani,Delhi,2022-11-04,Regular,10,148135.33,Sports,1,1429
CUST000092,Qarin Agate,tnatt@example.org,3460689424,Other,19,Bahraich,Karnataka,2021-08-14,Regular,16,88533.51,Electronics,1,429
CUST000093,Gautam Balay,dharyoshita@example.com,03920634452,Other,44,Kamarhati,Maharashtra,2021-09-17,Silver,31,67517.14,Home & Kitchen,1,893
CUST000094,Chasmum Dugar,jkala@example.org,+916515151041,Other,32,Rajahmundry,Delhi,2023-07-15,Silver,43,78456.96,Beauty,1,255
CUST000095,Adweta Hegde,wishi55@example.org,02933353912,F,43,Katihar,West Bengal,2021-05-05,Silver,32,107004.0,Beauty,1,661
CUST000096,Amol Bobal,ydixit@example.com,6696599451,Other,27,Khandwa,Maharashtra,2022-10-22,Regular,40,95144.97,Sports,0,3120
CUST000097,Sai Chacko,suhani15@example.org,00464523222,Other,36,Coimbatore,Rajasthan,2024-05-08,Silver,28,15327.18,Books & Stationery,1,4516
CUST000098,Vrishti Padmanabhan,sarmaanita@example.org,+914042063022,F,46,Belgaum,Tamil Nadu,2022-03-17,Regular,30,60110.16,Books & Stationery,1,3496
CUST000099,Anita Dey,esheth@example.com,05796130725,Other,34,Bokaro,Gujarat,2022-10-03,Platinum,44,138486.26,Electronics,1,699
CUST000100,Anthony Minhas,peter91@example.org,+919016637142,F,24,Srikakulam,Gujarat,2021-07-10,Gold,36,9467.16,Sports,1,1001
CUST000101,Vedhika Thakur,idikabumb@example.org,1963209523,F,60,Avadi,West Bengal,2023-04-22,Gold,47,8191.19,Home & Kitchen,1,2880
CUST000102,Watika Prakash,bhandariyuvraj@example.com,01458232225,Other,50,Kollam,Tamil Nadu,2021-08-01,Regular,31,34024.61,Electronics,1,4556
CUST000103,Brinda Hora,kguha@example.com,1509421087,M,35,Berhampur,Tamil Nadu,2023-01-23,Gold,36,146194.72,Sports,1,4560
CUST000104,Indira Anne,chaman88@example.com,6534837981,Other,60,Sonipat,UP,2021-02-23,Regular,18,105553.47,Home & Kitchen,0,2875
CUST000105,Advaith Parsa,balipushti@example.com,01969861138,M,27,Jhansi,West Bengal,2021-01-13,Regular,48,95159.22,Electronics,1,4345
CUST000106,Simon Subramaniam,ychandra@example.net,2361018851,F,44,Shimla,Rajasthan,2022-03-17,Regular,24,47089.79,Home & Kitchen,0,4649
CUST000107,Yug Patla,yadavibandi@example.net,05565124276,M,21,Saharanpur,Karnataka,2024-05-06,Regular,40,7939.49,Electronics,1,3473
CUST000108,Jackson Nayar,frederickbakshi@example.com,5391209185,Other,46,Mahbubnagar,West Bengal,2023-09-22,Regular,49,77095.77,Home & Kitchen,1,2320
CUST000109,Rajata Brahmbhatt,sethijairaj@example.com,0643286032,Other,55,Aizawl,Rajasthan,2024-10-20,Silver,20,7289.9,Beauty,0,448
CUST000110,Forum Mukhopadhyay,aarnav97@example.net,08395569861,M,37,Silchar,Tamil Nadu,2021-01-16,Gold,49,38700.17,Home & Kitchen,1,4074
CUST000111,Nitesh Dasgupta,raghavtank@example.org,2066128308,M,26,Udaipur,West Bengal,2023-06-01,Silver,15,75289.22,Books & Stationery,0,590
CUST000112,Warda Krishna,rkrishnamurthy@example.org,+913567688469,Other,20,Gaya,West Bengal,2023-03-25,Regular,5,129385.45,Sports,1,3313
CUST000113,Pahal Konda,qbrahmbhatt@example.org,+915097535108,Other,44,Medininagar,UP,2024-12-24,Regular,2,144946.85,Clothing,0,3769
CUST000114,Henry Dayal,wdhawan@example.com,+916741818799,F,23,Aurangabad,West Bengal,2024-11-13,Gold,16,65633.64,Beauty,1,3242
CUST000115,Dev Nazareth,megha60@example.org,4240642534,Other,39,Delhi,Tamil Nadu,2022-09-28,Regular,11,11918.72,Books & Stationery,1,4177
CUST000116,Vasudha Karnik,kandajagdish@example.com,00963814684,F,40,Srinagar,Karnataka,2022-02-02,Regular,10,38767.25,Clothing,1,617
CUST000117,Chatresh Gala,nbaria@example.org,1945860720,Other,49,Mathura,Rajasthan,2021-12-29,Gold,49,87130.48,Books & Stationery,0,4624
CUST000118,Meera Dixit,kalpitmaharaj@example.net,04930449500,Other,57,Ludhiana,Gujarat,2024-08-09,Gold,41,47762.76,Beauty,1,3622
CUST000119,Avni Koshy,siddharth50@example.org,4832469879,F,35,Nagpur,Delhi,2024-07-17,Regular,5,46905.97,Beauty,1,3020
CUST000120,Ati Johal,wbhargava@example.net,00688416801,M,59,Kottayam,Maharashtra,2022-08-11,Silver,33,57980.13,Sports,1,336
CUST000121,Siddharth Sachdeva,regeanay@example.net,4994200621,Other,59,Khandwa,Tamil Nadu,2023-07-11,Regular,31,75454.41,Electronics,1,2813
CUST000122,Hemani Ramaswamy,hemangkota@example.net,+915687691604,Other,59,Durg,Karnataka,2021-06-22,Regular,46,65944.86,Beauty,1,4995
CUST000123,Yamini Jhaveri,omaja41@example.com,03009225151,F,41,Bidar,UP,2021-11-22,Regular,50,51085.89,Sports,1,2741
CUST000124,Rohan Bassi,udyatikapoor@example.net,0891566621,F,24,Anantapuram,West Bengal,2021-05-15,Regular,47,127809.16,Sports,0,2730
CUST000125,Ryan Kothari,agastyasastry@example.net,+912704590671,Other,60,Danapur,Karnataka,2021-06-16,Platinum,20,145170.63,Books & Stationery,1,1056
CUST000126,Harsh Prashad,nbajwa@example.org,4180079395,Other,23,Amravati,UP,2024-05-03,Silver,42,118853.46,Clothing,1,4312
CUST000127,Aayush Kibe,hema19@example.com,3886434542,Other,60,Hyderabad,West Bengal,2021-07-11,Silver,2,54708.35,Clothing,0,2799
CUST000128,Zarna Tailor,luckymody@example.com,03699849842,M,32,Bharatpur,Karnataka,2023-09-23,Regular,19,126742.04,Electronics,1,4421
CUST000129,Januja Devan,lchatterjee@example.org,0071884685,M,60,Naihati,Gujarat,2023-12-15,Gold,40,20091.83,Beauty,1,1481
CUST000130,Tarak Bath,rachitarya@example.net,7454828947,Other,28,Durg,Rajasthan,2024-11-19,Regular,24,101616.26,Clothing,0,2334
CUST000131,Anay Maharaj,upma38@example.com,06148917147,M,52,Tirupati,Tamil Nadu,2023-07-09,Regular,31,135644.16,Clothing,1,4672
CUST000132,Udyati Dhar,sram@example.org,03618473770,F,36,Bangalore,West Bengal,2023-06-22,Silver,27,144957.09,Clothing,0,1133
CUST000133,Quincy Kar,mangalprisha@example.org,+911583624643,M,59,Thrissur,Rajasthan,2022-05-28,Gold,36,140176.89,Books & Stationery,0,1021
CUST000134,Abha Sandhu,aashi63@example.org,3390357817,M,28,Thane,UP,2022-08-07,Regular,33,22528.62,Beauty,1,1818
CUST000135,Maya Nagi,nishasodhi@example.com,+913241841523,F,19,Bahraich,West Bengal,2023-07-13,Regular,33,56407.24,Beauty,0,3071
CUST000136,Mohammed Prakash,khuranaunnati@example.net,7175879226,M,38,Ambala,Maharashtra,2022-04-05,Gold,42,50625.91,Clothing,1,2350
CUST000137,Rehaan Radhakrishnan,atharv41@example.com,01868027045,Other,26,Ichalkaranji,Rajasthan,2023-08-26,Regular,1,135925.69,Electronics,1,1224
CUST000138,Wridesh Badami,saranomaja@example.org,+919624987553,Other,56,Surat,West Bengal,2024-01-29,Regular,19,36027.21,Electronics,1,3439
CUST000139,Shaurya Mohan,hbhakta@example.net,01543142126,Other,47,Bhatpara,Maharashtra,2024-08-01,Regular,32,89712.49,Electronics,1,4710
CUST000140,Balhaar Rai,cbrahmbhatt@example.com,+916669890990,Other,27,Jamshedpur,UP,2022-05-11,Regular,40,53246.0,Sports,1,701
CUST000141,Fiyaz Mangat,bhavna40@example.org,9451077822,F,22,Malda,Delhi,2023-12-09,Regular,31,7008.4,Beauty,0,2077
CUST000142,Aadhya Saraf,noahmisra@example.net,01535911206,F,22,Narasaraopet,Gujarat,2021-02-03,Regular,43,94424.42,Sports,0,2723
CUST000143,Arunima Pandya,meera86@example.org,+911097530441,M,40,Dewas,Gujarat,2021-10-01,Gold,12,124642.36,Books & Stationery,1,3920
CUST000144,Ekavir Varkey,lbakshi@example.com,+914452005686,M,26,Tadepalligudem,Maharashtra,2024-07-17,Silver,30,6029.08,Clothing,1,1634
CUST000145,Janani Nath,falanwali@example.org,+919359669579,F,37,Bettiah,West Bengal,2021-03-27,Platinum,35,71273.27,Electronics,0,1565
CUST000146,Oeshi Nath,jairajkuruvilla@example.org,+918082397123,F,21,Sultan Pur Majra,Gujarat,2022-08-09,Regular,24,65824.23,Beauty,0,3167
CUST000147,Jyoti Sibal,jonathanravel@example.net,1204872878,M,49,Patiala,Rajasthan,2022-11-26,Regular,34,40374.74,Electronics,0,646
CUST000148,Udant Kapadia,dev40@example.org,2465518923,Other,29,Surat,UP,2023-06-01,Regular,6,49524.03,Home & Kitchen,1,4936
CUST000149,Ishaan Dara,devdugar@example.com,05355424497,M,62,Saharanpur,Rajasthan,2023-05-23,Regular,3,109158.75,Home & Kitchen,1,3563
CUST000150,Aishani Baria,aayushmukherjee@example.org,08781182490,Other,21,Gorakhpur,Maharashtra,2022-07-17,Silver,26,54815.01,Books & Stationery,1,255
CUST000151,Theodore Bhalla,jasmit41@example.org,03741648934,Other,61,Salem,Rajasthan,2021-10-20,Regular,5,35781.31,Books & Stationery,1,3136
CUST000152,Dev Lanka,xitikadakia@example.com,+914125692171,M,56,Buxar,Karnataka,2024-03-07,Silver,24,56116.0,Electronics,1,4337
CUST000153,Arin Koshy,hbalakrishnan@example.org,08228648633,F,38,Begusarai,UP,2023-01-22,Regular,8,4374.04,Clothing,1,3170
CUST000154,Leena Mann,hemanginisalvi@example.org,01264767205,M,34,Kadapa,UP,2024-02-25,Silver,14,149456.58,Home & Kitchen,1,4023
CUST000155,Karan Joshi,yashasvi15@example.net,05350945928,M,26,Patiala,Maharashtra,2022-02-14,Regular,46,67044.12,Electronics,0,2618
CUST000156,Megha Om,jatin01@example.com,+919628367424,F,63,Ghaziabad,Maharashtra,2024-09-29,Silver,19,133754.09,Clothing,0,1426
CUST000157,Netra Chand,shannidra@example.com,00867529302,Other,32,Thane,Maharashtra,2023-01-11,Platinum,9,35892.06,Beauty,1,4538
CUST000158,Manbir Bajwa,chakrika40@example.net,02076668877,F,47,Bareilly,Karnataka,2024-03-18,Silver,6,10329.34,Beauty,0,3921
CUST000159,Ijaya Taneja,qadim35@example.net,7377898970,F,44,Parbhani,Maharashtra,2023-12-13,Regular,21,96529.62,Beauty,1,4238
CUST000160,Ojas Dave,ojas33@example.com,06379481159,M,53,Kavali,Karnataka,2022-12-07,Gold,9,65176.43,Electronics,0,4244
CUST000161,Jeremiah Vaidya,bhardwajanita@example.org,7383636751,F,28,Patiala,Karnataka,2021-11-10,Regular,46,34207.81,Sports,0,646
CUST000162,Amaira Seshadri,ravelijaya@example.org,2672999736,M,58,Jamalpur,UP,2022-05-29,Regular,20,92357.03,Electronics,1,1381
CUST000163,George Sani,deviazad@example.com,00425317883,Other,27,Allahabad,Karnataka,2024-04-27,Silver,47,135349.13,Home & Kitchen,0,4617
CUST000164,Ira Chana,yutikaamble@example.com,03038368100,M,23,Raichur,Delhi,2021-03-26,Platinum,50,86727.3,Books & Stationery,1,4686
CUST000165,Shivani Ravel,sshah@example.net,1138262108,Other,58,Tiruppur,Delhi,2023-05-04,Regular,41,82063.83,Books & Stationery,0,3956
CUST000166,Liam Baria,xbarad@example.net,03760160905,Other,43,Unnao,UP,2022-05-17,Regular,45,9457.0,Beauty,1,3804
CUST000167,Anay Chadha,rayaan02@example.net,+914743469523,F,56,Raipur,Karnataka,2022-02-22,Regular,46,48237.8,Home & Kitchen,0,1071
CUST000168,Chandran Patil,vaidyaindira@example.net,0191762728,Other,53,Sambhal,Maharashtra,2023-01-29,Regular,30,18817.03,Beauty,1,793
CUST000169,Jason Som,gargdominic@example.com,00955311510,F,42,Siliguri,West Bengal,2021-04-14,Regular,11,122114.94,Sports,0,1555
CUST000170,Ishanvi Pant,harrisonvarughese@example.net,7486187626,F,50,Bongaigaon,Rajasthan,2021-11-23,Regular,20,74856.86,Electronics,0,4140
CUST000171,Rudra Tandon,warda12@example.com,6815032452,M,31,Phagwara,Gujarat,2023-07-26,Regular,19,74486.68,Books & Stationery,1,2340
CUST000172,Vivaan Chad,oommenfrederick@example.net,3938227328,M,24,Karnal,West Bengal,2024-01-05,Regular,17,109262.46,Beauty,1,3281
CUST000173,Yatin Datta,dsachar@example.com,7597811312,Other,53,Mira-Bhayandar,Tamil Nadu,2021-04-15,Regular,19,11493.0,Sports,1,4504
CUST000174,Hemangini Subramaniam,chackowidisha@example.org,+919919580197,Other,61,Nagercoil,Maharashtra,2022-07-27,Regular,7,59388.61,Home & Kitchen,1,2995
CUST000175,Triveni Dave,maharajparth@example.com,+916982639009,M,56,Gudivada,West Bengal,2021-10-23,Silver,3,6317.64,Books & Stationery,1,3880
CUST000176,Jacob Lal,sureshlakshit@example.net,00281297824,F,27,Akola,Karnataka,2023-11-30,Regular,40,48120.24,Beauty,0,2451
CUST000177,Vivaan Bhattacharyya,trivenimohanty@example.org,09074401588,F,50,Meerut,Rajasthan,2024-04-30,Silver,20,71496.44,Electronics,1,897
CUST000178,Luke Sachdeva,arjungokhale@example.com,00406781885,Other,37,Bihar Sharif,Delhi,2023-05-04,Silver,17,145077.07,Sports,1,420
CUST000179,Ekiya Oza,tailorshivansh@example.net,+917526528508,F,28,Bangalore,West Bengal,2024-04-10,Regular,44,36708.39,Sports,0,900
CUST000180,Chandresh Gera,uppalwilliam@example.net,9861645597,M,46,Gorakhpur,Gujarat,2022-01-26,Regular,27,103729.79,Beauty,1,3863
CUST000181,Pallavi Chauhan,orai@example.org,06786845548,Other,26,Guwahati,Tamil Nadu,2021-05-08,Silver,43,72016.46,Beauty,1,1418
